age,workclass,occupation,race,sex,education,native-country,marital-status
23,Self-emp-inc,Farming-fishing,Asian-Pac-Islander,Male,Prof-school,Mexico,Married-civ-spouse
61,Federal-gov,Sales,Asian-Pac-Islander,Female,Assoc-voc,United-States,Married-civ-spouse
63,Self-emp-not-inc,Other-service,Asian-Pac-Islander,Female,Preschool,United-States,Married-spouse-absent
32,State-gov,Protective-serv,Amer-Indian-Eskimo,Female,1st-4th,United-States,Divorced
40,Federal-gov,Priv-house-serv,Black,Male,1st-4th,United-States,Separated
55,State-gov,Armed-Forces,Asian-Pac-Islander,Male,Assoc-acdm,Puerto-Rico,Widowed
84,Self-emp-not-inc,Armed-Forces,Black,Female,Prof-school,United-States,Separated
22,Local-gov,Other-service,Amer-Indian-Eskimo,Male,12th,Taiwan,Married-civ-spouse
32,Federal-gov,Armed-Forces,Other,Male,7th-8th,United-States,Married-civ-spouse
52,Self-emp-not-inc,Armed-Forces,White,Male,Doctorate,United-States,Divorced
35,Local-gov,Armed-Forces,Black,Male,HS-grad,United-States,Never-married
42,Local-gov,Tech-support,Asian-Pac-Islander,Male,5th-6th,United-States,Divorced
43,Self-emp-not-inc,Handlers-cleaners,Asian-Pac-Islander,Female,5th-6th,United-States,Separated
70,Self-emp-inc,Priv-house-serv,Amer-Indian-Eskimo,Female,12th,United-States,Divorced
65,Without-pay,Transport-moving,White,Male,Some-college,United-States,Married-spouse-absent
51,Federal-gov,Other-service,Other,Female,Masters,United-States,Married-AF-spouse
84,Private,Exec-managerial,Other,Female,12th,United-States,Married-civ-spouse
77,Local-gov,Other-service,Black,Female,1st-4th,United-States,Separated
20,Local-gov,Sales,White,Female,10th,United-States,Married-spouse-absent
44,Local-gov,Adm-clerical,Asian-Pac-Islander,Female,1st-4th,United-States,Divorced
46,Federal-gov,Handlers-cleaners,Other,Female,Some-college,United-States,Married-AF-spouse
22,Self-emp-inc,Machine-op-inspct,Amer-Indian-Eskimo,Female,Assoc-acdm,United-States,Never-married
34,Without-pay,Sales,Black,Female,Preschool,Philippines,Never-married
21,Local-gov,Exec-managerial,Asian-Pac-Islander,Female,Some-college,United-States,Married-AF-spouse
36,Without-pay,Other-service,Other,Male,Assoc-voc,United-States,Married-AF-spouse
90,Local-gov,Tech-support,Other,Male,Prof-school,United-States,Divorced
64,Without-pay,Craft-repair,Asian-Pac-Islander,Female,12th,United-States,Never-married
17,Private,Prof-specialty,Black,Female,11th,United-States,Widowed
71,Federal-gov,Other-service,Amer-Indian-Eskimo,Female,Preschool,United-States,Married-spouse-absent
65,State-gov,Priv-house-serv,Black,Female,Masters,United-States,Separated
70,Federal-gov,Priv-house-serv,Other,Male,11th,United-States,Never-married
35,State-gov,Priv-house-serv,Asian-Pac-Islander,Male,Some-college,United-States,Married-civ-spouse
68,Self-emp-inc,Machine-op-inspct,Other,Male,Doctorate,United-States,Widowed
46,Local-gov,Other-service,Amer-Indian-Eskimo,Male,Bachelors,United-States,Divorced
38,Self-emp-not-inc,Prof-specialty,Other,Female,10th,United-States,Married-spouse-absent
49,Self-emp-not-inc,Handlers-cleaners,Other,Male,Assoc-voc,United-States,Separated
24,Self-emp-not-inc,Other-service,Other,Female,1st-4th,United-States,Widowed
81,State-gov,Tech-support,Amer-Indian-Eskimo,Male,7th-8th,United-States,Never-married
43,Without-pay,Armed-Forces,Amer-Indian-Eskimo,Male,Preschool,United-States,Married-AF-spouse
81,Private,Armed-Forces,Asian-Pac-Islander,Female,1st-4th,El-Salvador,Married-civ-spouse
68,Federal-gov,Machine-op-inspct,White,Female,Some-college,United-States,Separated
28,State-gov,Machine-op-inspct,Other,Male,Masters,United-States,Separated
77,Local-gov,Other-service,White,Male,HS-grad,United-States,Separated
44,Federal-gov,Tech-support,Asian-Pac-Islander,Female,12th,United-States,Never-married
31,State-gov,Sales,Amer-Indian-Eskimo,Female,Assoc-acdm,United-States,Married-AF-spouse
52,State-gov,Priv-house-serv,Other,Female,9th,United-States,Separated
47,Federal-gov,Protective-serv,White,Female,9th,United-States,Separated
42,Private,Machine-op-inspct,White,Male,Assoc-acdm,United-States,Married-spouse-absent
38,Local-gov,Prof-specialty,Asian-Pac-Islander,Female,Doctorate,United-States,Married-AF-spouse
40,Without-pay,Tech-support,Other,Male,Bachelors,United-States,Married-spouse-absent
67,Self-emp-not-inc,Craft-repair,Amer-Indian-Eskimo,Male,12th,United-States,Never-married
47,Private,Adm-clerical,Amer-Indian-Eskimo,Female,7th-8th,El-Salvador,Separated
39,Without-pay,Exec-managerial,Black,Male,Assoc-voc,United-States,Married-AF-spouse
36,Self-emp-not-inc,Handlers-cleaners,White,Male,Doctorate,United-States,Married-spouse-absent
81,Self-emp-inc,Protective-serv,White,Male,Bachelors,Holand-Netherlands,Married-spouse-absent
57,Federal-gov,Tech-support,Amer-Indian-Eskimo,Female,1st-4th,United-States,Married-AF-spouse
86,State-gov,Machine-op-inspct,Other,Female,Some-college,United-States,Married-civ-spouse
55,Without-pay,Sales,Other,Female,HS-grad,United-States,Never-married
44,State-gov,Other-service,Black,Female,Bachelors,United-States,Married-AF-spouse
27,Local-gov,Exec-managerial,Black,Female,Doctorate,United-States,Widowed
43,State-gov,Tech-support,Black,Female,Preschool,United-States,Separated
54,Federal-gov,Other-service,Asian-Pac-Islander,Male,Assoc-acdm,United-States,Married-AF-spouse
66,Self-emp-inc,Transport-moving,Asian-Pac-Islander,Male,Bachelors,United-States,Married-spouse-absent
89,Federal-gov,Sales,Other,Male,7th-8th,Nicaragua,Widowed
57,Self-emp-inc,Protective-serv,Black,Male,9th,United-States,Widowed
64,Private,Priv-house-serv,Black,Male,12th,United-States,Married-AF-spouse
20,Self-emp-inc,Craft-repair,Black,Male,9th,United-States,Widowed
30,Local-gov,Armed-Forces,Amer-Indian-Eskimo,Male,Preschool,United-States,Married-AF-spouse
51,Federal-gov,Craft-repair,Black,Female,7th-8th,United-States,Divorced
31,Private,Sales,Amer-Indian-Eskimo,Female,Doctorate,United-States,Widowed
65,Without-pay,Priv-house-serv,Other,Female,5th-6th,United-States,Married-spouse-absent
40,Private,Machine-op-inspct,Other,Female,Preschool,United-States,Widowed
43,Local-gov,Other-service,White,Male,1st-4th,United-States,Married-spouse-absent
43,Federal-gov,Handlers-cleaners,Black,Male,Prof-school,United-States,Married-AF-spouse
76,Self-emp-not-inc,Craft-repair,Black,Male,Preschool,United-States,Married-spouse-absent
57,Federal-gov,Sales,White,Male,Some-college,United-States,Separated
57,Federal-gov,Handlers-cleaners,Amer-Indian-Eskimo,Female,10th,United-States,Never-married
89,Without-pay,Handlers-cleaners,White,Female,11th,United-States,Married-AF-spouse
39,State-gov,Farming-fishing,White,Female,HS-grad,United-States,Never-married
90,Self-emp-inc,Machine-op-inspct,Other,Female,HS-grad,United-States,Separated
69,State-gov,Exec-managerial,Asian-Pac-Islander,Female,Prof-school,United-States,Never-married
20,Self-emp-inc,Tech-support,Black,Male,12th,United-States,Divorced
61,Federal-gov,Exec-managerial,Amer-Indian-Eskimo,Male,12th,United-States,Widowed
24,State-gov,Transport-moving,Asian-Pac-Islander,Female,11th,United-States,Married-AF-spouse
56,Self-emp-not-inc,Craft-repair,Amer-Indian-Eskimo,Female,Bachelors,United-States,Widowed
58,State-gov,Adm-clerical,Amer-Indian-Eskimo,Male,Bachelors,United-States,Married-spouse-absent
42,Without-pay,Machine-op-inspct,Black,Male,7th-8th,United-States,Widowed
84,State-gov,Transport-moving,White,Female,Some-college,United-States,Divorced
49,Without-pay,Tech-support,White,Male,7th-8th,United-States,Separated
56,Federal-gov,Other-service,Asian-Pac-Islander,Male,Assoc-acdm,United-States,Widowed
46,Without-pay,Handlers-cleaners,Other,Female,Doctorate,United-States,Divorced
51,Self-emp-not-inc,Tech-support,White,Female,Masters,United-States,Divorced
26,Federal-gov,Machine-op-inspct,Black,Male,10th,United-States,Married-civ-spouse
52,Without-pay,Transport-moving,White,Female,12th,United-States,Married-civ-spouse
57,Self-emp-inc,Adm-clerical,Black,Male,7th-8th,United-States,Divorced
62,Self-emp-inc,Handlers-cleaners,Amer-Indian-Eskimo,Female,Masters,United-States,Divorced
19,Local-gov,Farming-fishing,Amer-Indian-Eskimo,Female,Some-college,United-States,Married-civ-spouse
48,Self-emp-inc,Craft-repair,Asian-Pac-Islander,Male,11th,United-States,Widowed
23,Federal-gov,Handlers-cleaners,Asian-Pac-Islander,Female,1st-4th,Philippines,Separated
46,Without-pay,Protective-serv,Other,Female,7th-8th,United-States,Never-married
65,State-gov,Protective-serv,Black,Female,11th,England,Widowed
71,Self-emp-inc,Handlers-cleaners,Other,Female,12th,United-States,Married-AF-spouse
78,Self-emp-not-inc,Farming-fishing,Amer-Indian-Eskimo,Female,HS-grad,United-States,Widowed
36,Federal-gov,Machine-op-inspct,Amer-Indian-Eskimo,Female,Bachelors,Puerto-Rico,Married-AF-spouse
69,Self-emp-inc,Other-service,Amer-Indian-Eskimo,Male,Prof-school,United-States,Divorced
66,Private,Adm-clerical,White,Male,7th-8th,United-States,Married-civ-spouse
65,Without-pay,Adm-clerical,White,Male,7th-8th,United-States,Never-married
77,Self-emp-inc,Priv-house-serv,Asian-Pac-Islander,Male,Bachelors,United-States,Divorced
76,Self-emp-not-inc,Exec-managerial,Other,Female,9th,United-States,Married-AF-spouse
19,Without-pay,Priv-house-serv,White,Male,1st-4th,United-States,Separated
51,Local-gov,Handlers-cleaners,Asian-Pac-Islander,Male,Doctorate,United-States,Widowed
17,Self-emp-not-inc,Transport-moving,Other,Female,HS-grad,United-States,Widowed
53,Self-emp-not-inc,Armed-Forces,White,Female,Assoc-voc,United-States,Married-spouse-absent
43,Federal-gov,Handlers-cleaners,Asian-Pac-Islander,Female,1st-4th,Nicaragua,Married-spouse-absent
28,Private,Handlers-cleaners,Black,Male,Assoc-voc,United-States,Married-spouse-absent
81,Federal-gov,Tech-support,White,Male,Preschool,United-States,Married-civ-spouse
19,Local-gov,Tech-support,Amer-Indian-Eskimo,Male,Doctorate,United-States,Widowed
83,State-gov,Handlers-cleaners,Asian-Pac-Islander,Female,Preschool,United-States,Separated
78,Local-gov,Machine-op-inspct,Other,Male,Doctorate,United-States,Divorced
87,Self-emp-not-inc,Machine-op-inspct,Asian-Pac-Islander,Female,Bachelors,England,Married-civ-spouse
29,Self-emp-not-inc,Protective-serv,Other,Male,5th-6th,United-States,Never-married
41,Without-pay,Protective-serv,Asian-Pac-Islander,Female,9th,United-States,Never-married
18,Self-emp-not-inc,Armed-Forces,Asian-Pac-Islander,Male,10th,United-States,Married-civ-spouse
24,Local-gov,Adm-clerical,Asian-Pac-Islander,Male,Assoc-voc,Iran,Widowed
89,Local-gov,Handlers-cleaners,Asian-Pac-Islander,Female,5th-6th,United-States,Separated
42,Without-pay,Exec-managerial,White,Male,Masters,United-States,Never-married
32,Self-emp-inc,Armed-Forces,Asian-Pac-Islander,Female,Assoc-voc,El-Salvador,Married-civ-spouse
40,Federal-gov,Armed-Forces,White,Female,11th,United-States,Widowed
22,State-gov,Tech-support,Other,Male,1st-4th,United-States,Married-AF-spouse
55,Private,Tech-support,Black,Male,Some-college,United-States,Never-married
87,Local-gov,Priv-house-serv,Black,Male,Prof-school,Vietnam,Married-civ-spouse
60,Self-emp-inc,Priv-house-serv,Asian-Pac-Islander,Male,12th,United-States,Widowed
28,Local-gov,Tech-support,Black,Female,Assoc-acdm,Germany,Married-civ-spouse
52,Local-gov,Priv-house-serv,Other,Female,Doctorate,United-States,Widowed
48,Federal-gov,Prof-specialty,Asian-Pac-Islander,Male,Assoc-acdm,Holand-Netherlands,Separated
30,Self-emp-not-inc,Machine-op-inspct,Amer-Indian-Eskimo,Female,10th,United-States,Divorced
45,State-gov,Adm-clerical,Other,Male,5th-6th,United-States,Married-civ-spouse
86,Self-emp-not-inc,Handlers-cleaners,Black,Female,Bachelors,United-States,Married-civ-spouse
68,Self-emp-not-inc,Handlers-cleaners,Asian-Pac-Islander,Female,Prof-school,United-States,Married-civ-spouse
71,Private,Transport-moving,Amer-Indian-Eskimo,Female,1st-4th,United-States,Married-civ-spouse
48,Federal-gov,Transport-moving,White,Male,12th,United-States,Divorced
36,State-gov,Protective-serv,White,Female,10th,United-States,Never-married
85,Private,Adm-clerical,Amer-Indian-Eskimo,Female,12th,Thailand,Widowed
65,Private,Prof-specialty,White,Female,7th-8th,United-States,Married-AF-spouse
80,State-gov,Tech-support,Black,Male,Preschool,Thailand,Never-married
40,State-gov,Handlers-cleaners,Asian-Pac-Islander,Male,11th,United-States,Married-AF-spouse
48,Without-pay,Exec-managerial,Asian-Pac-Islander,Female,Assoc-voc,United-States,Married-spouse-absent
37,Federal-gov,Sales,Asian-Pac-Islander,Male,Assoc-acdm,Outlying-US(Guam-USVI-etc),Never-married
87,Federal-gov,Farming-fishing,White,Female,10th,United-States,Married-spouse-absent
65,Federal-gov,Transport-moving,Black,Male,5th-6th,United-States,Married-civ-spouse
21,Self-emp-not-inc,Priv-house-serv,Amer-Indian-Eskimo,Female,Masters,Vietnam,Separated
34,Federal-gov,Machine-op-inspct,Black,Male,Doctorate,Hungary,Married-spouse-absent
23,Self-emp-not-inc,Prof-specialty,White,Female,12th,United-States,Married-spouse-absent
61,State-gov,Armed-Forces,Asian-Pac-Islander,Male,7th-8th,United-States,Divorced
48,Private,Tech-support,Black,Male,Preschool,United-States,Married-civ-spouse
50,Federal-gov,Armed-Forces,Asian-Pac-Islander,Male,Preschool,United-States,Widowed
76,Federal-gov,Transport-moving,Black,Female,5th-6th,United-States,Married-spouse-absent
26,Without-pay,Exec-managerial,Other,Female,7th-8th,United-States,Widowed
80,Self-emp-not-inc,Protective-serv,Other,Female,Masters,United-States,Divorced
51,Local-gov,Other-service,Amer-Indian-Eskimo,Female,10th,Vietnam,Widowed
74,Private,Armed-Forces,White,Female,9th,United-States,Never-married
19,Without-pay,Priv-house-serv,White,Male,HS-grad,United-States,Divorced
18,State-gov,Handlers-cleaners,Asian-Pac-Islander,Male,7th-8th,Hong,Married-civ-spouse
47,Self-emp-inc,Other-service,Other,Female,Some-college,United-States,Divorced
73,State-gov,Adm-clerical,Amer-Indian-Eskimo,Female,7th-8th,United-States,Married-civ-spouse
57,Without-pay,Prof-specialty,Other,Male,Some-college,United-States,Married-AF-spouse
41,Federal-gov,Priv-house-serv,Black,Male,Assoc-acdm,United-States,Married-spouse-absent
57,Local-gov,Machine-op-inspct,Other,Female,5th-6th,United-States,Widowed
84,Self-emp-not-inc,Sales,Black,Male,Masters,United-States,Separated
47,Private,Tech-support,Other,Female,12th,United-States,Separated
21,Without-pay,Priv-house-serv,Other,Male,9th,United-States,Married-spouse-absent
75,State-gov,Armed-Forces,Black,Female,5th-6th,Holand-Netherlands,Widowed
45,Federal-gov,Handlers-cleaners,Other,Female,Prof-school,United-States,Widowed
68,Local-gov,Handlers-cleaners,Amer-Indian-Eskimo,Male,10th,United-States,Never-married
36,Self-emp-not-inc,Craft-repair,Asian-Pac-Islander,Male,Assoc-voc,United-States,Never-married
84,Local-gov,Machine-op-inspct,White,Male,Assoc-acdm,United-States,Divorced
77,Without-pay,Exec-managerial,Other,Female,1st-4th,United-States,Never-married
41,Self-emp-not-inc,Machine-op-inspct,Amer-Indian-Eskimo,Female,Some-college,United-States,Married-AF-spouse
27,Federal-gov,Machine-op-inspct,White,Female,11th,United-States,Separated
31,Self-emp-inc,Handlers-cleaners,Other,Male,11th,United-States,Widowed
27,Self-emp-inc,Other-service,Asian-Pac-Islander,Female,Assoc-voc,United-States,Married-civ-spouse
24,State-gov,Other-service,Black,Male,5th-6th,Japan,Never-married
62,Federal-gov,Priv-house-serv,Black,Female,10th,United-States,Divorced
62,Self-emp-not-inc,Priv-house-serv,White,Female,Prof-school,United-States,Divorced
57,Federal-gov,Sales,White,Female,Masters,United-States,Widowed
62,Self-emp-inc,Other-service,White,Female,Masters,France,Married-civ-spouse
60,Federal-gov,Adm-clerical,Amer-Indian-Eskimo,Female,9th,United-States,Never-married
49,State-gov,Prof-specialty,Amer-Indian-Eskimo,Female,11th,United-States,Never-married
44,Without-pay,Exec-managerial,Black,Female,Assoc-acdm,United-States,Never-married
66,Self-emp-not-inc,Adm-clerical,White,Male,5th-6th,United-States,Divorced
23,Self-emp-inc,Adm-clerical,White,Male,Prof-school,United-States,Widowed
81,State-gov,Tech-support,Asian-Pac-Islander,Female,Bachelors,United-States,Married-civ-spouse
57,Private,Sales,Other,Male,11th,United-States,Never-married
89,Local-gov,Transport-moving,White,Female,HS-grad,United-States,Married-civ-spouse
75,Local-gov,Craft-repair,Asian-Pac-Islander,Female,Doctorate,United-States,Married-spouse-absent
44,Federal-gov,Craft-repair,Amer-Indian-Eskimo,Female,Prof-school,United-States,Widowed
66,Without-pay,Sales,Black,Female,10th,United-States,Married-spouse-absent
41,Self-emp-not-inc,Tech-support,Amer-Indian-Eskimo,Female,1st-4th,United-States,Married-civ-spouse
63,Federal-gov,Prof-specialty,White,Male,9th,United-States,Never-married
86,Self-emp-inc,Prof-specialty,Black,Female,1st-4th,United-States,Never-married
34,Local-gov,Priv-house-serv,Black,Male,Prof-school,United-States,Never-married
18,State-gov,Sales,Amer-Indian-Eskimo,Male,Masters,United-States,Widowed
55,Self-emp-not-inc,Transport-moving,Asian-Pac-Islander,Male,12th,United-States,Separated
19,Without-pay,Machine-op-inspct,Asian-Pac-Islander,Male,Assoc-voc,United-States,Widowed
74,Self-emp-not-inc,Machine-op-inspct,Other,Male,Masters,United-States,Widowed
63,Self-emp-not-inc,Armed-Forces,White,Male,11th,United-States,Separated
69,State-gov,Protective-serv,Asian-Pac-Islander,Male,9th,Holand-Netherlands,Married-civ-spouse
59,Private,Farming-fishing,Amer-Indian-Eskimo,Male,7th-8th,United-States,Married-civ-spouse
63,Self-emp-inc,Sales,Amer-Indian-Eskimo,Male,1st-4th,United-States,Never-married
17,Self-emp-inc,Adm-clerical,White,Female,10th,United-States,Divorced
66,Federal-gov,Protective-serv,Black,Female,1st-4th,Thailand,Married-civ-spouse
75,Local-gov,Tech-support,Other,Female,Masters,United-States,Married-AF-spouse
33,Local-gov,Priv-house-serv,Asian-Pac-Islander,Male,Assoc-acdm,United-States,Married-AF-spouse
17,State-gov,Handlers-cleaners,Black,Female,Doctorate,United-States,Divorced
25,Federal-gov,Handlers-cleaners,Asian-Pac-Islander,Male,7th-8th,United-States,Married-AF-spouse
31,Self-emp-inc,Prof-specialty,Asian-Pac-Islander,Male,5th-6th,United-States,Divorced
35,State-gov,Handlers-cleaners,Black,Male,Preschool,United-States,Married-spouse-absent
47,Self-emp-inc,Armed-Forces,Asian-Pac-Islander,Female,Some-college,United-States,Never-married
36,Federal-gov,Priv-house-serv,Asian-Pac-Islander,Male,Masters,United-States,Never-married
66,State-gov,Priv-house-serv,White,Male,7th-8th,Canada,Married-spouse-absent
60,Private,Sales,White,Male,Preschool,United-States,Widowed
56,Self-emp-not-inc,Sales,Asian-Pac-Islander,Male,9th,United-States,Married-civ-spouse
17,Self-emp-inc,Sales,Black,Male,5th-6th,United-States,Separated
53,Private,Farming-fishing,Other,Male,10th,United-States,Separated
75,Private,Handlers-cleaners,Amer-Indian-Eskimo,Male,5th-6th,United-States,Married-spouse-absent
66,Self-emp-not-inc,Priv-house-serv,Amer-Indian-Eskimo,Male,Bachelors,United-States,Never-married
49,State-gov,Craft-repair,Asian-Pac-Islander,Female,9th,United-States,Widowed
37,Local-gov,Farming-fishing,Amer-Indian-Eskimo,Male,9th,United-States,Divorced
85,Local-gov,Craft-repair,Black,Male,12th,United-States,Married-civ-spouse
77,Self-emp-not-inc,Protective-serv,Amer-Indian-Eskimo,Male,Some-college,United-States,Married-AF-spouse
54,Without-pay,Handlers-cleaners,Other,Male,1st-4th,Jamaica,Married-civ-spouse
67,Self-emp-inc,Tech-support,Black,Male,1st-4th,United-States,Married-AF-spouse
55,State-gov,Protective-serv,Other,Female,1st-4th,United-States,Never-married
46,Self-emp-inc,Exec-managerial,Other,Female,5th-6th,United-States,Married-civ-spouse
21,Without-pay,Prof-specialty,Black,Male,1st-4th,United-States,Separated
36,Self-emp-inc,Armed-Forces,Amer-Indian-Eskimo,Female,10th,United-States,Married-civ-spouse
45,Self-emp-not-inc,Prof-specialty,White,Female,5th-6th,Outlying-US(Guam-USVI-etc),Separated
78,Self-emp-inc,Handlers-cleaners,Asian-Pac-Islander,Male,1st-4th,United-States,Never-married
47,Self-emp-inc,Priv-house-serv,Asian-Pac-Islander,Male,1st-4th,United-States,Divorced
24,State-gov,Adm-clerical,Other,Male,5th-6th,Thailand,Married-AF-spouse
35,State-gov,Armed-Forces,Other,Male,5th-6th,United-States,Divorced
84,Without-pay,Transport-moving,White,Female,Preschool,United-States,Never-married
89,Local-gov,Handlers-cleaners,Amer-Indian-Eskimo,Male,HS-grad,United-States,Separated
25,Self-emp-inc,Exec-managerial,Asian-Pac-Islander,Female,10th,United-States,Separated
65,Local-gov,Adm-clerical,Black,Female,HS-grad,United-States,Married-spouse-absent
39,Local-gov,Prof-specialty,White,Female,11th,United-States,Married-spouse-absent
82,Local-gov,Tech-support,Asian-Pac-Islander,Male,Doctorate,United-States,Separated
83,Without-pay,Exec-managerial,Other,Female,1st-4th,United-States,Never-married
55,State-gov,Machine-op-inspct,Black,Male,9th,United-States,Married-civ-spouse
51,State-gov,Tech-support,Asian-Pac-Islander,Male,Preschool,United-States,Married-AF-spouse
28,Self-emp-not-inc,Exec-managerial,White,Female,Preschool,United-States,Divorced
72,Self-emp-not-inc,Transport-moving,Amer-Indian-Eskimo,Male,Prof-school,United-States,Separated
45,Self-emp-not-inc,Farming-fishing,Asian-Pac-Islander,Male,7th-8th,United-States,Never-married
55,Self-emp-not-inc,Prof-specialty,White,Male,Some-college,Canada,Married-spouse-absent
49,Without-pay,Adm-clerical,Other,Female,Some-college,United-States,Separated
58,Without-pay,Transport-moving,Amer-Indian-Eskimo,Male,7th-8th,United-States,Divorced
34,Self-emp-not-inc,Handlers-cleaners,Black,Female,Prof-school,United-States,Married-AF-spouse
82,Local-gov,Adm-clerical,Amer-Indian-Eskimo,Female,Preschool,United-States,Divorced
31,Without-pay,Other-service,Black,Female,10th,United-States,Married-civ-spouse
90,Federal-gov,Protective-serv,Black,Female,1st-4th,United-States,Divorced
50,Self-emp-not-inc,Sales,Amer-Indian-Eskimo,Female,12th,United-States,Married-AF-spouse
69,Without-pay,Sales,Amer-Indian-Eskimo,Female,12th,United-States,Widowed
23,Federal-gov,Handlers-cleaners,Asian-Pac-Islander,Male,1st-4th,United-States,Married-civ-spouse
36,Local-gov,Adm-clerical,Other,Male,12th,United-States,Married-AF-spouse
26,Without-pay,Other-service,Black,Male,9th,Laos,Married-spouse-absent
33,Private,Armed-Forces,Other,Female,Masters,United-States,Married-spouse-absent
23,Local-gov,Handlers-cleaners,Asian-Pac-Islander,Male,7th-8th,United-States,Separated
49,Self-emp-not-inc,Priv-house-serv,Black,Male,5th-6th,United-States,Married-AF-spouse
60,State-gov,Tech-support,Amer-Indian-Eskimo,Female,1st-4th,United-States,Married-civ-spouse
70,Local-gov,Farming-fishing,White,Male,5th-6th,United-States,Married-civ-spouse
54,Local-gov,Priv-house-serv,Asian-Pac-Islander,Female,Prof-school,United-States,Never-married
23,Private,Exec-managerial,Amer-Indian-Eskimo,Male,12th,El-Salvador,Separated
28,Private,Other-service,Asian-Pac-Islander,Female,7th-8th,United-States,Married-AF-spouse
26,Self-emp-not-inc,Armed-Forces,White,Female,5th-6th,United-States,Married-civ-spouse
74,Private,Transport-moving,Other,Male,Assoc-acdm,United-States,Married-civ-spouse
74,Local-gov,Armed-Forces,Asian-Pac-Islander,Female,1st-4th,United-States,Widowed
31,Self-emp-not-inc,Handlers-cleaners,Asian-Pac-Islander,Female,Masters,United-States,Married-civ-spouse
89,Self-emp-inc,Adm-clerical,Amer-Indian-Eskimo,Female,HS-grad,United-States,Never-married
74,Self-emp-not-inc,Other-service,Black,Female,Bachelors,United-States,Widowed
27,Self-emp-not-inc,Priv-house-serv,Black,Male,7th-8th,United-States,Widowed
33,Self-emp-not-inc,Adm-clerical,Black,Female,Bachelors,United-States,Married-civ-spouse
63,State-gov,Transport-moving,Asian-Pac-Islander,Male,Masters,Iran,Married-civ-spouse
86,Without-pay,Tech-support,White,Male,Doctorate,United-States,Married-spouse-absent
72,Self-emp-not-inc,Adm-clerical,Amer-Indian-Eskimo,Female,Bachelors,United-States,Married-civ-spouse
44,Self-emp-not-inc,Craft-repair,Asian-Pac-Islander,Male,9th,United-States,Separated
26,Private,Handlers-cleaners,White,Male,Bachelors,United-States,Married-AF-spouse
38,Self-emp-inc,Protective-serv,White,Female,11th,United-States,Married-spouse-absent
67,Without-pay,Machine-op-inspct,Amer-Indian-Eskimo,Male,Bachelors,United-States,Married-AF-spouse
85,State-gov,Prof-specialty,Amer-Indian-Eskimo,Male,Assoc-acdm,United-States,Never-married
83,Self-emp-not-inc,Other-service,Black,Female,10th,United-States,Married-spouse-absent
65,Federal-gov,Priv-house-serv,Other,Female,HS-grad,Cuba,Married-spouse-absent
36,Federal-gov,Priv-house-serv,Other,Female,HS-grad,United-States,Never-married
29,Federal-gov,Armed-Forces,Other,Female,Some-college,United-States,Widowed
84,Federal-gov,Armed-Forces,Other,Male,HS-grad,Mexico,Widowed
32,State-gov,Priv-house-serv,Amer-Indian-Eskimo,Male,7th-8th,United-States,Divorced
84,Without-pay,Prof-specialty,Other,Female,Assoc-acdm,Haiti,Married-AF-spouse
20,State-gov,Armed-Forces,Black,Female,Some-college,United-States,Married-spouse-absent
90,Self-emp-inc,Sales,Black,Male,10th,United-States,Married-AF-spouse
90,Local-gov,Handlers-cleaners,Other,Female,Masters,United-States,Married-spouse-absent
78,State-gov,Exec-managerial,Amer-Indian-Eskimo,Female,7th-8th,United-States,Widowed
37,Self-emp-not-inc,Farming-fishing,Black,Female,1st-4th,United-States,Widowed
68,Self-emp-not-inc,Tech-support,Black,Male,Some-college,United-States,Married-spouse-absent
42,State-gov,Tech-support,Asian-Pac-Islander,Female,12th,Portugal,Never-married
38,State-gov,Craft-repair,White,Female,Assoc-acdm,United-States,Never-married
55,Self-emp-inc,Other-service,Other,Female,Assoc-acdm,Taiwan,Divorced
66,Self-emp-inc,Machine-op-inspct,White,Male,Some-college,United-States,Married-civ-spouse
43,Self-emp-inc,Armed-Forces,Amer-Indian-Eskimo,Female,Masters,El-Salvador,Divorced
71,Private,Handlers-cleaners,Amer-Indian-Eskimo,Male,Preschool,United-States,Married-civ-spouse
36,Self-emp-not-inc,Handlers-cleaners,Amer-Indian-Eskimo,Male,9th,United-States,Divorced
70,Federal-gov,Machine-op-inspct,Black,Female,HS-grad,United-States,Married-spouse-absent
54,State-gov,Tech-support,Asian-Pac-Islander,Male,12th,United-States,Married-AF-spouse
55,Private,Adm-clerical,Other,Male,HS-grad,Ecuador,Divorced
56,Private,Handlers-cleaners,White,Male,Some-college,United-States,Married-civ-spouse
33,Without-pay,Priv-house-serv,Amer-Indian-Eskimo,Male,11th,United-States,Separated
40,Without-pay,Armed-Forces,Amer-Indian-Eskimo,Female,9th,United-States,Married-AF-spouse
63,Without-pay,Priv-house-serv,Asian-Pac-Islander,Male,7th-8th,United-States,Divorced
66,Without-pay,Priv-house-serv,Amer-Indian-Eskimo,Male,7th-8th,United-States,Married-spouse-absent
29,Local-gov,Machine-op-inspct,White,Female,Assoc-voc,United-States,Married-civ-spouse
54,Self-emp-inc,Sales,Black,Male,7th-8th,United-States,Married-civ-spouse
80,Without-pay,Protective-serv,Amer-Indian-Eskimo,Male,Some-college,Peru,Married-AF-spouse
58,Local-gov,Farming-fishing,Asian-Pac-Islander,Female,12th,United-States,Separated
18,State-gov,Priv-house-serv,White,Female,Prof-school,United-States,Separated
